image_name,text
train/img_00011.jpg,ସହରର ଶିକ୍ଷା ବିଷୟକୁ ବିଚାରକୁ ନେଲେ ବିଶ୍ୱ ପ୍ରସିଦ୍ଧ ଲିଙ୍ଗରାଜ ମନ୍ଦିରକୁ ଲାଗି ୧୯୪୦ ମସିହାରୁ ଭକ୍ତ କବି ମଧୁସୂଦନ ବିଦ୍ୟାପୀଠ ନାମରେ ଏକ ଉଚ୍ଚ ବିଦ୍ୟାଳୟ ଏଠାରେ ସ୍ଥାପିତା ପରେ ପରେ ୧୯୭୦ ମସିହାରେ ରାଜଧାନୀରେ ସର୍ବପ୍ରଥମ ଉଚ୍ଚ ବିଦ୍ୟାଳୟ ୟୁନିଟ-୨ ସର୍ଦ୍ଦାର ପଟେଲ ହଲ ସନ୍ନିକଟରେ ସ୍ଥାପିତ ହୋଇଥିଲା ।
train/img_00012.jpg,ମୁଖ୍ୟ ଦେଉଳଟି ପଞ୍ଚରଥ ଶୈଳୀରେ ନିର୍ମିତ ।
train/img_00013.jpg,ବେହରଣ ଦ୍ୱାର
train/img_00014.jpg,ସିଲ୍କ ଏକ ବିଶେଷ ଧରଣର ପୋକରୁ ବାହାରେ ତାହା ହେଉଛି ରେଶମ ପୋକ ।
train/img_00015.jpg,ହିନ୍ଦୁ ଧର୍ମ କୈଣସି ବ୍ୟକ୍ତି ବିଶେଷଙ୍କଦ୍ୱାରା ସ୍ଥାପନା କରାଯାଇନାହିଁ।
train/img_00016.jpg,କେତେକ ଗବେଷକଙ୍କ ମତରେ ରଥ ଉପରେ ଠାକୁରମାନଙ୍କ ଏହି ବେଶର ନାମ ବଡ଼ ବଢା଼ଉ ବେଶ ।
train/img_00017.jpg,ରାଧାନାଥ ଯୁଗ
train/img_00018.jpg,୧୯୯୬ ନଭେମ୍ବର ୨୩ରେ ବାଲେଶ୍ୱରର ବାରବାଟି ଉଚ୍ଚ ବିଦ୍ୟାଳୟର ଏହି ସମୟର ସ୍ମୃତିରେ ମାଇକେଲ ସେଇନସ ଓ ଏନାବେଲା ନାମ୍ନୀ ଜଣେ ଓଳନ୍ଦାଜ ଯୁବତୀଙ୍କ ନାମରେ ୨ଟି ସମାଧି ତିଆରି କରାଯାଇଥିଲା ।
train/img_00019.jpg,"ଉଇକିପ୍ରକଳ୍ପ ଓଡ଼ିଆ ଉଇକିପିଡ଼ିଆ ଭିତରେ ନୂଆ ନୂଆ ପ୍ରକଳ୍ପ ମାଧ୍ୟମରେ ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ବିଭାଗରେ ଲେଖା, ଛବି ତଥା ଅନ୍ୟାନ୍ୟ ମାଧ୍ୟମକୁ ଆଣିବାର ଏକ ପ୍ରଚେଷ୍ଟା ।"
train/img_00020.jpg,"ଇତିହାସକାର କହନ୍ତି, ସମୁଦ୍ରଗୁପ୍ତ ଏହି ସହରକୁ ଅକ୍ତିଆର କରିବାପାଇଁ ଯୁଦ୍ଧ କରିଥିଲେ ।"
train/img_00021.jpg,ବଲେଈପଦା ପାର୍କ (ବଲେଈପଦା)
train/img_00022.jpg,ରାୟ ଗିୟେ ଯମୁନାର ଜଲେ ଗେଛିଲ କଦମ୍ବ ମୂଲେ ଗୋ
train/img_00023.jpg,ଗାୟକଙ୍କ ଗୀତର ଶେଷାଂଶ ବା ଢୁଆ ବା ଘୋଷାକୁ ଏମାନେ ବୋଲନ୍ତି ଓ ଝାଞ୍ଜ ବଜାଇଥାନ୍ତି ।
train/img_00024.jpg,ମୁଲବାରୀ
train/img_00025.jpg,"ଏହି ସମୟରେ ସର୍ବନିମ୍ନ ତାପମାତ୍ରା ସାଧାରଣତଃ ୧୧ ୭ ଡିଗ୍ରୀ ସେ ରହିଥାଏ, କେବେକେବେ ଏହା ୭ ଡିଗ୍ରୀ ସେ ଯାଏ ଖସି ଆସିଥାଏ ।"
train/img_00026.jpg,"ଜଳବୁହା ବେଳେ ମନ୍ଦିର ଚର୍ଚ୍ଚା ଓ ବରକନ୍ଦାଜ କର୍ମଚାରୀମାନେ ଆଗରେ ଗୁଆ ଖୋଳପା ଧରି ଲୋକଙ୍କୁ ଆଡେଇଥାନ୍ତି, ଯେପରିକି କେହି ଜଳକୁ ସ୍ପର୍ଶ କରିପାରିବେ ନାହିଁ ।"
train/img_00027.jpg,"ଏଠାରେ ପ୍ରାୟ ୨୨,୦୦୦ଟି ପୁସ୍ତକ ରହିଛି ଏବଂ ଏହା ୫ଟି ଖବାରକାଗଜ ଓ ୪୦ଟି ପତ୍ରିକା ଯୋଗାଏ ।"
train/img_00028.jpg,ଶ୍ରଦ୍ଧାଳୁମାନେ ଏହି ଶିଳାକୁ ସ୍ପର୍ଶ କରି ଜଗନ୍ନାଥଙ୍କୁ ଦର୍ଶନ କଲେ ଅକାଳ ମୃତ୍ୟୁ ହୁଏ ନାହିଁ ଓ ସମସ୍ତ ପାପ ନାଶ ହୋଇ ଜୀବ ବୈକୁଣ୍ଠଗାମୀ ହୁଏ ବୋଲି ଲୋକ ବିଶ୍ୱାସ ରହିଛି ।
train/img_00029.jpg,"ଏଥିମଧ୍ୟରୁ ଗ୍ରାମାଞ୍ଚଳରେ ୨୭,୫୩,୫୮୮ ଓ ସହରାଞ୍ଚଳରେ ୭,୬୬,୫୬୩ ଲୋକ ବାସ କରନ୍ତି ।"
train/img_00030.jpg,"ବିଶ୍ୱାସ ଅଛି ଯେ, ପ୍ରତ୍ୟେକ ମଣିଷ ୨୨ ପ୍ରକାର ପାପରୁ ମୋକ୍ଷ ନିମନ୍ତେ ୨୨ ପାହାଚ ଅତିକ୍ରମ କରିବା ଆବଶ୍ୟକ ।"
train/img_00031.jpg,୨୦୧୦ର ସର୍ଭେ ଅନୁସାରେ ଏହି ଦେଶରେ ୨୬୦ ମିଲିୟନ ବା ପ୍ରାଏ ୮୦ ଲୋକ ଘରେ କେବଳ ଇଂଲିଶ ବ୍ୟବହାର କରନ୍ତି।
train/img_00032.jpg,ଏ ଚାରି ମାସ ମୁନି ଋଷି ଓ ସାଧବମାନେ ସେମାନଙ୍କ ପରିଭ୍ରମଣ ତ୍ୟାଗ କରି ଏକସ୍ଥାନରେ ନିବିଷ୍ଟ ହୋଇ ସାଧନା କରିଥା'ନ୍ତି ।
train/img_00033.jpg,ଖ୍ରୀ ୧୦୧୯ରୁ ୧୦୪୨ ପର୍ଯ୍ୟନ୍ତ ଜାଭାରେ ଶାସନ କରିଥିବା ରାଜା ଐରଲଙ୍ଗଙ୍କ ସମୟରେ ତାଙ୍କ ରାଜ୍ୟକୁ ଆସିଥିବା ଲୋକଙ୍କ ମଧ୍ୟରେ କିଛି ଲୋକ କ୍ଲିଙ୍ଗ (“କଳିଙ୍ଗ” ଶବ୍ଦର ଆଉ ଏକ ଅପଭ୍ରଂଶ)ରୁ ଥିଲେ ବୋଲି ଏକ ଅଭିଲେଖରୁ ଜଣା ପଡିଛି ।
train/img_00034.jpg,ସାକ୍ଷରତା ହାର: ୭୧ ୮୮
train/img_00035.jpg,ଅଧରପଣା ହାଣ୍ଡି ଉପରେ ଖଣ୍ଡେ ଲେଖାଏଁ ଧଳା କରିକା (ଜାଲିକନା) ପକାଯାଏ।
train/img_00036.jpg,ଶ୍ରେଣୀବିଭାଗ
train/img_00037.jpg,"ଛ ବର୍ଷରୁ କମ: ୧,୬୪,୩୮୮"
train/img_00038.jpg,ପ୍ରାୟ ୭୦୦ରୁ ୧୦୦୦ ଯାଏଁ ଓଡ଼ିଶାର ଉତ୍ତର-ପୂର୍ବ ପ୍ରାନ୍ତ ଉତ୍କଳ ନାମରେ ଜଣାଯାଉଥିଲା ।
train/img_00039.jpg,"ମିଟର ( ଫୁଟ) ଉଚ୍ଚତାରେ ପାଣ୍ଡ୍ରାପେଟ ନିକଟ ପାହାଡରେ ଇବ ନଦୀ ଉତ୍ପନ୍ନ ଏହା ଛତିଶଗଡର ରାୟଗଡ ଏବଂ ଯଶପୁର ଜିଲ୍ଲା ଦେଇ ଯାଇଥାଏ, ଓଡ଼ିଶାର ାରସୁଗୁଡା ଏବଂ ସୁନ୍ଦରଗଡ ଜିଲ୍ଲା ଏବଂ ଶେଷରେ ହୀରାକୁଦଠାରେ ମହାନଦୀଙ୍କୁ ଭେଟିଥାଏ ଏହା କିଲୋମିଟର ଯାତ୍ରା କରେ ଏବଂ ଏହାର ଧରିବା କ୍ଷେତ୍ର , କିମି"
train/img_00040.jpg,"ରଥଯାତ୍ରା ଉତ୍ସବ ଅବସରରେ ବିଭିନ୍ନ ମଠ ତରଫରୁ ବିଭିନ୍ନ ଦ୍ରବ୍ୟ ଯୋଗାଣ, ପନ୍ତି ଭୋଗ, ମଠାଧୀଶମାନଙ୍କ ଉପଚାର ଚାମର ଓ ଆଲଟ ସେବା କରିବା ବିଷୟ ଜଗନ୍ନାଥ ମନ୍ଦିର ସ୍ୱତ୍ତ୍ୱଲିପିର ୧୧୯ ନମ୍ବର ତାଲିକାରେ ଥିବା ବ୍ୟକ୍ତିଗତ ଓ ଅନୁଷ୍ଠାନିକ ସେବା ତଥା ଉପସ୍ୱତରେ ଉଲ୍ଲେଖ ରହିଛି।"
train/img_00041.jpg,ଏହା ଚାରି ଚକିଆ ଶଗଡି ସଦୃଶ୍ୟ ହେଉଥିଲା ।
train/img_00042.jpg,ଶ୍ରବନେ ନା ଶୁନବେଦ ନାହିଁ ମାନ
train/img_00043.jpg,କାନ୍ଦେ ପ୍ରାନ ନିଶି ବାସରେ
train/img_00044.jpg,ଏହି ଜିଲାର ଇଷ୍ଟଦେବୀ ତଥା ବାକଦେବୀ ।
train/img_00045.jpg,ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟ- ୧୬୮୮ଟି
train/img_00046.jpg,ଗୋରା କବର
train/img_00047.jpg,"୧୮୯୧ ପୂର୍ବବର୍ତ୍ତୀ ଯୁଗକୁ ସମ୍ବଲପୁରୀ ଭାଷାର ""ଅନ୍ଧାର ଯୁଗ"" କୁହାଯାଏ ।"
train/img_00048.jpg,"ପାରମ୍ପରିକ ବିଧି ଅନୁସାରେ ୨୧ ଦିନ ପର୍ଯ୍ୟନ୍ତ ଆମିଷ, ମଦ୍ୟ, ନାରୀସଂସର୍ଗ ପରିହାରର ସଂକଳ୍ପ କରି ୧୩ ଜଣ ଦଣ୍ଡୁଆ ବା ଭୋକ୍ତା ଗେରୁଆ ବସ୍ତ୍ର ପିନ୍ଧି କାମନା ମନ୍ଦିର ପୀଠରେ ଯାତ୍ରା ଆରମ୍ଭ ଦିନର ମଧ୍ୟରାତ୍ରରେ ଏକାଠି ହୁଅନ୍ତି।"
train/img_00049.jpg,"ସହରରେ ଭାରତୀୟ ହିନ୍ଦୀ ଚଳଚ୍ଚିତ୍ର ଓ ଦୂରଦର୍ଶନ ଉଦ୍ୟୋଗ ମଧ୍ୟ ରହିଛି, ଯାହାକି ବଲିଉଡ ନାମରେ ପ୍ରସିଦ୍ଧ।"
train/img_00050.jpg,ଗ୍ରୀଷ୍ମମଣ୍ଡଳୀୟ ଅଞ୍ଚଳରେ ଆରବ ସାଗର ନିକଟରେ ଥିବାରୁ ମୁମ୍ବାଇର ଜଳବାୟୁରେ ମୁଖ୍ୟତଃ ଦୁଇ ପ୍ରକାର ଋତୁ ଦେଖାଯାଏ : ଶୁଷ୍କ ଋତୁ ଓ ଆର୍ଦ୍ର ଋତୁ।
train/img_00051.jpg,"ଆଉ କେତେଜଣ ଆଗଧାଡ଼ିର ସାହିତ୍ୟ କାରମାନେ ହେଲେ, କବିଶେଖର ଚିନ୍ତାମଣି ମହାନ୍ତି, ଚାରଣକବି ବାଞ୍ଛାନିଧି ମହାନ୍ତି, କାନ୍ତକବି ଲକ୍ଷ୍ମୀକାନ୍ତ ମହାପାତ୍ର, ନିତ୍ୟାନନ୍ଦ ମହାପାତ୍ର, ଗୌରଚନ୍ଦ୍ର ମହାପାତ୍ର, ହରେକୃଷ୍ଣ ମହତାବ, ପୋଥି ବିଶାରଦ ନୀଳମଣି ମିଶ୍ର, କୃଷ୍ଣ ଚରଣ ବେହେରା।"
train/img_00052.jpg,ପାନ ଖାଇଲା ବେଳେ ପତ୍ରରୁ ଶିରା ଛେଦନ କରାଯାଇଥାଏ କାରଣ ପାନଶିରା ହେଉଛି ବୁଦ୍ଧି ବିନାଶିନୀ ।
train/img_00053.jpg,ଏହା କଠିଣତର ଓ ଅନେକ ଶାରୀରିକ ବଳର ବ୍ୟବହାର କରିବାକୁ ପଡ଼ିଥାଏ ଯାହା ପାଇଁ କୋମଳ ଶିଶୁ ବୟସରୁ ଶିକ୍ଷା ଆରମ୍ଭ କରିବାକୁ ପଡ଼େ ।
train/img_00054.jpg,ଜାତୀୟ କ୍ରୀଡ଼ା ହକି
train/img_00055.jpg,ସେଥି ମଧ୍ୟରୁ ୫୮ ୬୩ ଜଣ ପରୁଷ ହୋଇଥିବା ବେଳେ ୪୧ ୩୭ ଜଣ ନାରୀ ଅଟନ୍ତି ।
train/img_00056.jpg,ବୁଝାଯାଇନା ଅନ୍ଧାକାରେରେ
train/img_00057.jpg,ରାଜ୍ୟସଭା ସାଂସଦ (୨୦୨୪)
train/img_00058.jpg,ମଙ୍ଗେଇ ଗମାଙ୍ଗ
train/img_00059.jpg,"ପ୍ରଥମ ଶତାବ୍ଦୀରେ ପାର୍ସୀ, ଖ୍ରୀଷ୍ଟିଆନ ଓ ମୁସଲମାନମାନଙ୍କ ଆଗମନ ପରେ ପ୍ରଚୀନ ଭାରତର ରୂପରେଖରେ ଉନ୍ନତି ଘଟିଥିଲା ।"
train/img_00060.jpg,ବିଗତ କିଛି ସମୟ ଧରି ଭାରତୀୟ ପ୍ରତ୍ନତାତ୍ତ୍ୱିକ ବିଭାଗ ( )ଦ୍ୱାରା ଉତ୍ ଖନନ କାର୍ଯ୍ୟ ଚାଲୁ ରହିଛି ।
train/img_00061.jpg,ଏହି ଜିଲ୍ଲାରେ ମୃତ୍ତିକା କୃଷ୍ଣ-କାର୍ପାସ ଶ୍ରେଣୀୟ ଏବଂ ମାଟିର ରଙ୍ଗ କଳା ।
train/img_00062.jpg,ବୌଦ୍ଧ ସହର ଏହି ଜିଲ୍ଲାର ପ୍ରଶାସନିକ ମୁଖ୍ୟ ସହର ।
train/img_00063.jpg,କ୍ଷେତ୍ର ଅନୁଯାୟୀ ଏହା ୧୫ ତମ ବୃହତ୍ତମ ରାଜ୍ୟ ଏବଂ ଜନସଂଖ୍ୟା ଅନୁଯାୟୀ ୧୪ ତମ ବୃହତ୍ତମ ରାଜ୍ୟ ।
train/img_00064.jpg,ପଢୁଆ ହାର ୫୮ ୨୦
train/img_00065.jpg,୧୪୨ ବର୍ଷ ପରେ ୨୦୦୯ ପ୍ରାରମ୍ଭରେ ଏହା ଓଡ଼ିଶାର ତୃତୀୟ ମହାନଗର ନିଗମର ମାନ୍ୟତା ପାଇଥିଲା ।
train/img_00066.jpg,"ରଥଯାତ୍ରା ଅବସରରେ ଗଜପତି ମହାରାଜାମାନେ ରଥରେ ଛେରା ପହଁରା ସେବା କରିବା ସମୟରେ ସୁସଜ୍ଜିତ ହସ୍ତୀ ମଧ୍ୟ ଶୋଭାଯାତ୍ରାର ଅଗ୍ରଭାଗରେ ରହୁଥିଲେ, ଯାହାକି ଅତ୍ୟନ୍ତ ମନମୁଗ୍ଧକର ଦୃଶ୍ୟ ଅଟେ।"
train/img_00067.jpg,ଶ୍ରୀମନ୍ଦିରରେ ପାଳିତ ମୁଖ୍ୟ ଯାତ୍ରା ମଧ୍ୟରେ ରଥଯାତ୍ରା ଅନ୍ୟତମ ।
train/img_00068.jpg,"ନବୀନ ପଟ୍ଟନାୟକ: ଗୃହ, ସାଧାରଣ ପ୍ରଶାସନ, ପୂର୍ତ୍ତ, ଜଳସମ୍ପଦ ଏବଂ ଆବଣ୍ଟନ ହୋଇନଥିବା ସମସ୍ତ ବିଭାଗ"
train/img_00069.jpg,ପ୍ରତ୍ୟେକ ଚକର ଉଚ୍ଚତା ୬ ଫୁଟ ୬ ଇଞ୍ଚ।
train/img_00070.jpg,ଅମଙ୍ଗଳ ଦୂର ହେବ ବୋଲି ଆଶାକରି ଅନେକ ଲୋକ ଏହି ଗଛ ମୂଳରେ ପ୍ରତ୍ୟହ ଧୂପ ଓ ଦୀପ ପ୍ରଦାନ କରିଥାନ୍ତି ।
train/img_00071.jpg,"ଉପନିବେଶବାଦୀ ଭାରତରେ ଚା ବଗିଚା ଶ୍ରମିକ ଭାବରେ ଶ୍ରମିକ ସ୍ଥାନାନ୍ତର ହେତୁ , ଉତ୍ତର-ପୂର୍ବ ରାଜ୍ୟ ଆସାମ ଏବଂ ତ୍ରିପୁରାରେ ଏକ ବଡ଼ ଓଡିଆ ଭାଷାଭାଷୀ ଜନସଂଖ୍ୟା ଅଛି , ବିଶେଷକରି ସୋନିତପୁର , ତିନସୁକିଆ , ଉଦଲଗୁରି , ଶିବସାଗର , ଗୋଲାଘାଟ , ଦିବ୍ରୁଗଡ଼ , କଛାର , ନାଗାଓଁ , କରିମଗଞ୍ଜ , କାର୍ବି ଆଙ୍ଗଲଙ୍ଗ , ଜୋରହାଟ , ଲଖିମପୁର , ବକ୍ସା , କାମରୂପ ମହାନଗର , ଆସାମର ହାଇଲାକାଣ୍ଡି ଜିଲ୍ଲା ଏବଂ ପଶ୍ଚିମ ତ୍ରିପୁରା , ଧଲାଇ , ତ୍ରିପୁରାର ଉତ୍ତର ତ୍ରିପୁରା ଜିଲ୍ଲାରେ ।"
train/img_00072.jpg,ଇତିହାସରୁ ଜଣାଯାଏ ଯେ ଶ୍ରୀମନ୍ଦିର ଉପରେ ସମୁଦାୟ ଅଠରଥର ଆକ୍ରମଣ ହୋଇଥିଲା ।
train/img_00073.jpg,"ବିଶ୍ୱର ବିଭିନ୍ନ ଦେଶରେ ଓଡ଼ିଆ ପ୍ରବାସୀ ସଂଖ୍ୟା ବହୁତ , ଯାହା ଫଳରେ ସାରା ବିଶ୍ୱରେ ଓଡ଼ିଆ ଭାଷାଭାଷୀଙ୍କ ସଂଖ୍ୟା ୫୦ ନିୟୁତରେ ପହଞ୍ଚିଛି ।"
train/img_00074.jpg,ଏଥିସହିତ ସିଲିଗୁଡ଼ି ପଥ ଦେଇ ପଶ୍ଚିମରେ ପଶ୍ଚିମବଙ୍ଗ ରହିଛି ଏବଂ ଏହି - -ଚଉଡ଼ା ( ) ୨୨ କିଲୋମିଟର ଚଉଡ଼ା (୧୪ ମାଇଲ) ଭୂମିଟି ରାଜ୍ୟକୁ ବାକି ଭାରତ ସହ ଯୋଡ଼ିଥାଏ ।
train/img_00075.jpg,ଏହି ବିଭାଜନ ଓଡିଶା ରାଜ୍ୟ ସରକାରଙ୍କ ଅଧିସୂଚନା ନମ୍ବର - / / / ଅନୁଯାୟୀ ୨୭ ମାର୍ଚ୍ଚ ୧୯୯୩ ରେ କରାଯାଇଥିଲା ।
train/img_00076.jpg,ବାଲେଶ୍ୱର ସହର ଏହି ଜିଲ୍ଲାର ପ୍ରଶାସନିକ ମୁଖ୍ୟସ୍ଥଳ ।
train/img_00077.jpg,ଏହା ପ୍ରାଚୀନ କାଳରୁ ଭିନ୍ନ ଭିନ୍ନ ମତ ଓ ବିଶ୍ୱାସରୁ ଉତ୍ପନ୍ନ ହୋଇଛି।
train/img_00078.jpg,ଏ ଯୁଗର ଶ୍ରେଷ୍ଠ ଫାର୍ସୀକବି ଅମୀର ଖୁସ୍ରୋ ଭାରତୀୟ କାବ୍ୟ ଅନୁସରଣରେ କାବ୍ୟ ରଚନା କରିଥିଲେ ।
train/img_00079.jpg,ଧକ୍କା ଓ ଇଚ୍ଛାପତ୍ର
train/img_00080.jpg,ବିଶ୍ୱବ୍ୟାପୀ ମୋଟ ପ୍ରାୟ ୨୫୦ ୩୦୦ ମିଲିୟନ ଭାଷାଭାଷୀଙ୍କଦ୍ୱାରା କଥିତ ବଙ୍ଗଳା ଜନସଂଖ୍ୟା ଅନୁସାରେ ବିଶ୍ୱର ସପ୍ତମ ଅଧିକ କଥିତ ଭାଷା ।
train/img_00081.jpg,ଓଡ଼ିଶାରେ ପାଳିତ ବିଭିନ୍ନ ପର୍ବପର୍ବାଣି ଓ ମେଳା ମହୋତ୍ସବମାନଙ୍କରେ ଏହି ନାଚସବୁ ପରିବେଷିତ ହୋଇଥାଏ ।
train/img_00082.jpg,"କଟକରେ କ୍ରିକେଟ, ଫୁଟବଲ ଛଡା ଆହୁରି ମଧ୍ୟ ବହୁଖେଳର ବିକାଶ ଲାଗି ବହୁ କ୍ରୀଡାଙ୍ଗନ ଗଢ଼ା ଯାଇଛି ।"
train/img_00083.jpg,ଶ୍ରୀମନ୍ଦିରରେ ପାଳିତ ମୁଖ୍ୟ ଯାତ୍ରା ମଧ୍ୟରେ ରଥଯାତ୍ରା ଅନ୍ୟତମ ।
train/img_00084.jpg,କୋରାନ ଅନୁଯାୟୀ ପ୍ରତ୍ୟେକ ମୁସଲମାନର ୫ଟି କର୍ତ୍ତବ୍ୟ ହେଲା:
train/img_00085.jpg,ଆଧ୍ୟାତ୍ମିକ ଚେତନା ଭିତରେ ସେ ତଥ୍ୟ ଓ ତତ୍ତ୍ୱର ସନ୍ଧାନ କରିଛି ।
train/img_00086.jpg,ପରବର୍ତ୍ତୀ ସମୟରେ ଏ ଅଞ୍ଚଳକୁ ପାରସ୍ୟ ଭାଷାରେ ଗଂଜ୍-ଇ-ଆମ୍ (ସାଧାରଣ ବଜାର ସ୍ଥଳ) ନାମରେ ନାମିତ କରାଯାଇଥିଲା ।
train/img_00087.jpg,ଖଜା: ଖଜା ବା ଫେଣି ଏକ ଓଡ଼ିଆ ପିଠା ଯାହା ମ ଇଦାରୁ ତିଆରି ହୋଇଥାଏ ।
train/img_00088.jpg,ସରଦାର ବଲ୍ଲଭଭାଇ ପଟେଲ ଶିଶୁରୋଗ ସ୍ନାତକୋତ୍ତର ସଂସ୍ଥାନ
train/img_00089.jpg,"ଜନବସତିର ଲିଖିତ ପ୍ରମାଣ ଖ୍ରୀ ପୂ ୨୫୦ ମିଳୁଛ, ଯେତେବେଳେ ଏହାକୁ ହେପ୍ଟାନୋସିଆ କୁହାଯାଉଥିଲା।"
train/img_00090.jpg,ଛେରା ପହଁରା ନୀତି ସରିବା ପରେ ଭୋଇ ସେବକମାନେ ରଥରୁ ଚାରମାଳ ଖୋଲିବା ସଙ୍ଗେ ସଙ୍ଗେ ରୂପକାର ସେବକମାନେ ରଥରେ ଘୋଡ଼ା଼ ବାନ୍ଧିଥାନ୍ତି।
train/img_00091.jpg,ଗଜପତି ରାଜବଂଶର ଇତିହାସ ଆଜି ମଧ୍ୟ ଗଜପତି ଜିଲ୍ଲାର ଇତିହାସରେ ସ୍ୱର୍ଣ ଅକ୍ଷରରେ ଲିପିବଦ୍ଧ ହୋଇରହିଛି ।
train/img_00092.jpg,ଧ୍ୱନିବିଜ୍ଞାନ
train/img_00093.jpg,ବଲାଙ୍ଗୀର ଜିଲା - -
train/img_00094.jpg,୫-ବିବାହକାଳୀନ ଝୁମର : ବିବାହ ଭଳି ସାମାଜିକ ଅନୁଷ୍ଠାନମାନଙ୍କରେ ଏହି ନୃତ୍ୟ ପରିବେଷଣ କରା ଯାଇଥାଏ ।
train/img_00095.jpg,ଏହି ନାଟରେ ନାରୀ ଭାବକୁ ନିଜ ଭିତରେ ଆଣିବା ପାଇଁ ପୁଅମାନେ ନିଜର ବାଳ ନକାଟି ଲମ୍ବା ରଖି ଜଟ କରିଥାନ୍ତି ।
train/img_00096.jpg,"ଧାମରାର ଧାମରେଈ ମନ୍ଦିର ବ୍ରାହ୍ମଣ, ବୌଦ୍ଧ ଓ ଶାବରୀ ସଂସ୍କୃତିର ସ୍ମୃତି ବହନ କରେ।"
train/img_00097.jpg,"ଓଡ଼ିଆ ସାହିତ୍ୟକୁ କାଳିଚରଣ ପଟ୍ଟନାୟକ, ରାମଚନ୍ଦ୍ର ମିଶ୍ର, ପ୍ରାଣବନ୍ଧୁ କର , ଗୋପାଳ ଛୋଟରାୟ, ମନୋରଞ୍ଜନ ଦାସ, ବିଶ୍ୱଜିତ ଦାସ ଓ ବିଜୟ ମିଶ୍ରଙ୍କ ନାଟକ କ୍ଷେତ୍ରରେ ଅବଦାନ ଅବିସ୍ମରଣୀୟ ।"
train/img_00098.jpg,କଟକ ଉପକଣ୍ଠ ଚୌଦ୍ୱାର ଓଡ଼ିଶାର ପୁରୁଣା ଔଦ୍ୟୋଗିକ ପେଣ୍ଠ ଥିଲା।
